sample_id,country,location_code,location_name,X1km_square,sample_projection,land_cover,date,year,sample_media,digitised_by,recorder_type,habitat,habitat_other_detail,target_flower,target_flower_corrected,target_other_name,target_other_name_corrected,target_flower_family,flower_cover,floral_unit_count,floral_unit,flower_context,count_start_time,cloud_cover,sunshine,wind_speed,habitat_type,flower_structure,bumblebees,honeybees,solitary_bees,wasps,hoverflies,other_flies,butterflies_moths,beetles,insects_small,insects_other,all_insects_total
3568560,England,177,Butley River,TM3949,OSGB,agricultural,28/05/2018,2018,0,66621,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Buttercup (Ranunculus species),Buttercup (Ranunculus species),Ranunculus repens,Ranunculus repens,Ranunculaceae,Target flowers cover less than half of patch,30,individual flower,Growing in a larger patch of many different flowers,15:56,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,0,2,0,0,0,2
3568574,England,177,Butley River,TM3949,OSGB,agricultural,28/05/2018,2018,0,66621,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,Salt-marsh,Other - please describe below,Other - please describe below,Armeria maritima,Armeria maritima,Plumbaginaceae,Target flowers cover less than half of patch,40,flower head,Growing in a larger patch of the same flower,16:53,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,0,1,0,0,0,1
3568585,England,177,Butley River,TM3949,OSGB,agricultural,28/05/2018,2018,0,66621,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Trifolium pratense,Trifolium pratense,Fabaceae,Target flowers cover less than half of patch,48,flower head,Growing in a larger patch of many different flowers,17:32,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,0,0,0,0,0,0
3573713,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,01/06/2018,2018,0,69663,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Crepis capillaris,Crepis capillaris,Asteraceae,Target flowers cover about half of patch,20,individual flower,Growing in a larger patch of the same flower,12:20,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,1,0,1,0,0,1,0,0,1,0,4
3573719,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,01/06/2018,2018,0,69663,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Anthriscus sylvestris,Anthriscus sylvestris,Apiaceae,Target flowers cover more than half of patch,20,flower umbel,Growing in a larger patch of the same flower,12:55,All or mostly cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,2,11,0,1,0,0,14
3573745,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,01/06/2018,2018,0,69663,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Rhinanthus minor,Rhinanthus minor,Orobanchaceae,Target flowers cover more than half of patch,35,flower spike,Growing in a larger patch of many different flowers,11:50,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,closed,0,0,0,0,0,1,0,0,0,0,1
3589499,Scotland,85,near Blair Atholl,NN8664,OSGB,semi-natural,13/06/2018,2018,1,152226,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Bird's-foot Trefoil,Bird's-foot Trefoil,Fabaceae,Target flowers cover less than half of patch,17,flower head,Growing in a larger patch of the same flower,12:00,All or mostly blue,Entirely shaded,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,0,0,0,0,0,0
3589539,Scotland,85,near Blair Atholl,NN8664,OSGB,semi-natural,13/06/2018,2018,1,152226,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Viola spp.,Viola spp.,Violaceae,Target flowers cover less than half of patch,15,individual flower,Growing in a larger patch of many different flowers,11:40,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,0,0,0,0,1,1
3589554,Scotland,85,near Blair Atholl,NN8664,OSGB,semi-natural,13/06/2018,2018,1,152226,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Origanum spp,Thymus,Lamiaceae,Target flowers cover more than half of patch,50,flower spike,Growing in a larger patch of the same flower,12:17,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,3,0,0,4,2,9
3601888,England,94,Chinley Head,SK0484,OSGB,agricultural,13/06/2018,2018,1,70542,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover less than half of patch,7,flower umbel,Growing in a larger patch of many different flowers,13:48,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,2,0,7,6,0,0,0,0,15
3601895,England,94,Chinley Head,SK0484,OSGB,agricultural,13/06/2018,2018,1,70542,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Other - please describe below,Other - please describe below,Elder bush,Elder bush,Adoxaceae,Target flowers cover about half of patch,11,flower umbel,Growing in a larger patch of the same flower,10:45,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,agricultural,open,0,0,0,0,1,6,0,0,0,0,7
3601902,England,94,Chinley Head,SK0484,OSGB,agricultural,13/06/2018,2018,1,70542,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,White Clover - Trifolium repens,White Clover - Trifolium repens,NA,NA,Fabaceae,Target flowers cover about half of patch,50,flower head,Growing in a larger patch of many different flowers,10:27,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,agricultural,closed,4,0,0,0,0,0,0,0,0,0,4
3610799,England,108,Goring Heath,SU6679,OSGB,semi-natural,12/06/2018,2018,NA,142286,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Anthriscus sylvestris,Anthriscus sylvestris,Apiaceae,Target flowers cover more than half of patch,380,flower umbel,Growing in a larger patch of many different flowers,12:00,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,0,0,0,0,0,0
3610810,England,108,Goring Heath,SU6679,OSGB,semi-natural,12/06/2018,2018,NA,142286,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,NA,NA,Asteraceae,Target flowers cover about half of patch,2,flower head,Growing in a larger patch of many different flowers,12:16,All or mostly cloud,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,0,0,0,0,0,0,0
3610842,England,108,Goring Heath,SU6679,OSGB,semi-natural,12/06/2018,2018,NA,142286,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,NA,NA,Asteraceae,Target flowers cover more than half of patch,12,flower head,Growing in a larger patch of many different flowers,12:28,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,0,0,0,0,0,0
3612552,England,108,Goring Heath,SU6679,OSGB,semi-natural,12/06/2018,2018,1,142286,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Anthriscus sylvestris,Conium maculatum,Apiaceae,Target flowers cover more than half of patch,380,flower umbel,Growing in a larger patch of many different flowers,12:00,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,2,3,0,3,2,0,10
3612571,England,108,Goring Heath,SU6679,OSGB,semi-natural,12/06/2018,2018,1,142286,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,NA,NA,Asteraceae,Target flowers cover more than half of patch,12,flower head,Growing in a larger patch of many different flowers,12:28,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,1,0,0,0,2,0,0,3
3612582,England,108,Goring Heath,SU6679,OSGB,semi-natural,12/06/2018,2018,1,142286,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,NA,NA,Asteraceae,Target flowers cover about half of patch,2,flower head,More or less isolated,12:16,All or mostly cloud,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,0,1,0,1,0,0,2
3613430,England,10,Idestone,SX7048,OSGB,agricultural,18/06/2018,2018,1,402,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover about half of patch,11,flower umbel,Growing in a larger patch of many different flowers,16:15,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,agricultural,open,1,0,0,0,0,5,0,0,4,0,10
3635758,England,32,Pateley Moor,SE1867,OSGB,semi-natural,20/05/2018,2018,0,160995,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Hawthorn - Crataegus,Hawthorn - Crataegus,Crataegus monogyne,Crataegus monogyne,Rosaceae,Target flowers cover more than half of patch,70,individual flower,More or less isolated,12:15,All or mostly cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,0,4,0,3,0,7,14
3635773,England,32,Pateley Moor,SE1867,OSGB,semi-natural,20/05/2018,2018,0,160995,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Dandelion - Taraxacum officinale,Dandelion - Taraxacum officinale,NA,NA,Asteraceae,Target flowers cover less than half of patch,7,flower head,Growing in a larger patch of the same flower,14:25,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,2,3,0,0,0,2,7
3636115,England,27,Aston le Walls,SP4951,OSGB,agricultural,20/06/2018,2018,2,162966,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,Overgrown bridleway,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover about half of patch,18,flower umbel,Growing in a larger patch of the same flower,14:29,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,1,1,0,0,2,0,0,0,0,4
3636127,England,27,Aston le Walls,SP4951,OSGB,agricultural,20/06/2018,2018,1,162966,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover about half of patch,21,flower umbel,Growing in a larger patch of the same flower,11:26,All or mostly cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,0,1,1,0,3,10,0,0,4,6,25
3652183,England,28,near Wool,SY8586,OSGB,agricultural,28/06/2018,2018,0,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Centaurea nigra,Centaurea nigra,Asteraceae,Target flowers cover less than half of patch,25,flower head,Growing in a larger patch of the same flower,11:03,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,1,0,0,4,0,0,3,0,0,8
3652186,England,28,near Wool,SY8586,OSGB,agricultural,28/06/2018,2018,0,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium palustre,Cirsium palustre,Asteraceae,Target flowers cover less than half of patch,33,flower head,More or less isolated,11:47,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,agricultural,open,5,0,2,0,0,0,0,0,0,0,7
3652779,Wales,149,Bwlch-gwynt,SN0732,OSGB,semi-natural,25/06/2018,2018,0,135852,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Buttercup (Ranunculus species),Buttercup (Ranunculus species),NA,NA,Ranunculaceae,Target flowers cover less than half of patch,1,individual flower,Growing in a larger patch of many different flowers,12:10,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,1,0,0,0,0,1
3652810,Wales,149,Bwlch-gwynt,SN0732,OSGB,semi-natural,25/06/2018,2018,0,135852,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium palustre,Cirsium palustre,Asteraceae,Target flowers cover less than half of patch,1,flower head,More or less isolated,12:25,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,0,0,0,0,2,0,2
3655100,England,96,LLanrothal,SO4718,OSGB,agricultural,29/06/2018,2018,0,82327,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Bramble (Blackberry) - Rubus fruticosus,Bramble (Blackberry) - Rubus fruticosus,NA,NA,Rosaceae,Target flowers cover more than half of patch,30,individual flower,Growing in a larger patch of the same flower,14:15,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,1,1,1,5,4,0,1,30,0,43
3655111,England,96,LLanrothal,SO4718,OSGB,agricultural,29/06/2018,2018,0,82327,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover about half of patch,12,flower umbel,More or less isolated,14:15,All or mostly blue,Entirely in sunshine,Leaves moving strongly,semi-natural,open,0,0,0,1,0,3,0,0,12,5,21
3655114,England,96,LLanrothal,SO4718,OSGB,agricultural,29/06/2018,2018,0,82327,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover about half of patch,16,flower umbel,More or less isolated,11:33,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,1,2,2,5,0,2,40,2,54
3660418,Scotland,111,near Crathes,NO7495,OSGB,agricultural,01/07/2018,2018,0,163691,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Creeping thistle,Creeping thistle,Asteraceae,Target flowers cover less than half of patch,30,flower head,Growing in a larger patch of the same flower,16:05,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,agricultural,open,0,0,0,1,1,2,0,4,0,1,9
3660433,Scotland,111,near Crathes,NO7495,OSGB,agricultural,01/07/2018,2018,0,163691,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,White Clover - Trifolium repens,White Clover - Trifolium repens,NA,NA,Fabaceae,Target flowers cover more than half of patch,80,flower head,Growing in a larger patch of the same flower,15:50,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,agricultural,closed,0,0,0,0,0,0,0,0,0,0,0
3661390,England,10,Idestone,SX7048,OSGB,agricultural,18/06/2018,2018,0,402,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover more than half of patch,30,flower umbel,Growing in a larger patch of the same flower,13:15,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,agricultural,open,0,0,0,0,2,5,0,1,1,1,10
3663093,Wales,138,near Newport,ST2983,OSGB,agricultural,29/06/2018,2018,0,133228,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,NA,NA,Asteraceae,Target flowers cover about half of patch,20,flower head,More or less isolated,14:50,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,3,6,0,0,2,0,11
3663096,Wales,138,near Newport,ST2983,OSGB,agricultural,29/06/2018,2018,0,133228,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Bramble (Blackberry) - Rubus fruticosus,Bramble (Blackberry) - Rubus fruticosus,NA,NA,Rosaceae,Target flowers cover less than half of patch,19,individual flower,Growing in a larger patch of the same flower,14:25,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,agricultural,open,1,2,0,0,1,0,0,0,0,0,4
3719577,England,177,Butley River,TM3949,OSGB,agricultural,16/07/2018,2018,0,66621,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover about half of patch,21,flower umbel,More or less isolated,11:20,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,4,3,0,2,0,2,2,0,13
3719582,England,177,Butley River,TM3949,OSGB,agricultural,16/07/2018,2018,0,66621,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Lotus corniculatus,Lotus corniculatus,Fabaceae,Target flowers cover less than half of patch,125,individual flower,Growing in a larger patch of the same flower,11:08,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,0,0,0,0,0,0
3719591,England,177,Butley River,TM3949,OSGB,agricultural,16/07/2018,2018,0,66621,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium arvense,Cirsium arvense,Asteraceae,Target flowers cover less than half of patch,33,flower head,Growing in a larger patch of the same flower,10:52,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,1,0,0,4,1,0,6
3728197,Wales,149,Bwlch-gwynt,SN0732,OSGB,semi-natural,17/07/2018,2018,0,135852,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium palustre,Cirsium palustre,Asteraceae,Target flowers cover less than half of patch,3,flower head,Growing in a larger patch of the same flower,14:58,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,1,0,0,0,0,0,0,0,0,0,1
3751081,England,25,Conington,TL3266,OSGB,agricultural,18/07/2018,2018,0,145196,I am familiar with recognising the main groups of pollinating insect,Garden,NA,Lavender (English) - Lavandula angustifolia,Lavender (English) - Lavandula angustifolia,NA,NA,Lamiaceae,Target flowers cover more than half of patch,200,flower spike,Growing in a larger patch of many different flowers,11:20,Half blue and half cloud,Entirely in sunshine,Leaves still/moving occasionally,garden,closed,1,5,0,0,6,5,0,0,0,0,17
3751201,England,25,Conington,TL3266,OSGB,agricultural,18/07/2018,2018,0,145196,I am familiar with recognising the main groups of pollinating insect,Garden,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,NA,NA,Asteraceae,Target flowers cover about half of patch,13,flower head,Growing in a larger patch of many different flowers,14:04,Half blue and half cloud,Entirely in sunshine,Leaves still/moving occasionally,garden,open,0,2,0,2,17,3,0,0,0,0,24
3751248,England,25,Conington,TL3266,OSGB,agricultural,18/07/2018,2018,0,145196,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Burdock,Burdock,Asteraceae,Target flowers cover about half of patch,23,flower head,Growing in a larger patch of the same flower,14:20,Half blue and half cloud,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,1,0,0,9,3,0,0,2,1,16
3760806,Scotland,47,near Ledbeg,NC2313,OSGB,semi-natural,21/07/2018,2018,NA,70003,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Potentilla erecta,Potentilla erecta,Rosaceae,Target flowers cover less than half of patch,13,individual flower,Growing in a larger patch of many different flowers,14:47,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,0,0,0,0,0,0
3760820,Scotland,47,near Ledbeg,NC2313,OSGB,semi-natural,21/07/2018,2018,NA,70003,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Buttercup (Ranunculus species),Buttercup (Ranunculus species),Ranunculus acris,Ranunculus acris,Ranunculaceae,Target flowers cover less than half of patch,13,individual flower,Growing in a larger patch of many different flowers,15:01,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,1,0,0,0,0,1
3760837,Scotland,47,near Ledbeg,NC2313,OSGB,semi-natural,21/07/2018,2018,NA,70003,I am confident in identifying the commonly-occurring pollinating insects to species level,Other - please describe below,Flush,Buttercup (Ranunculus species),Buttercup (Ranunculus species),Ranunculus flammula,Ranunculus flammula,Ranunculaceae,Target flowers cover less than half of patch,13,individual flower,Growing in a larger patch of the same flower,15:16,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,0,0,0,0,1,1
3760857,Scotland,47,near Ledbeg,NC2313,OSGB,semi-natural,21/07/2018,2018,NA,70003,I am confident in identifying the commonly-occurring pollinating insects to species level,Upland moorland,NA,Other - please describe below,Other - please describe below,Erica tetralix,Erica tetralix,Ericaceae,Target flowers cover less than half of patch,18,flower head,More or less isolated,15:32,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,0,0,0,0,0,0
3765104,England,6,Sissinghurst,TQ8038,OSGB,agricultural,21/07/2018,2018,0,26,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Bramble (Blackberry) - Rubus fruticosus,Bramble (Blackberry) - Rubus fruticosus,NA,NA,Rosaceae,Target flowers cover less than half of patch,30,individual flower,Growing in a larger patch of the same flower,15:10,Half blue and half cloud,Entirely shaded,Leaves still/moving occasionally,semi-natural,open,0,10,9,0,3,1,0,1,0,0,24
3765122,England,6,Sissinghurst,TQ8038,OSGB,agricultural,21/07/2018,2018,0,26,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium arvense,Cirsium arvense,Asteraceae,Target flowers cover less than half of patch,5,flower head,More or less isolated,15:25,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,0,0,6,0,1,0,0,3,0,1,11
3765132,England,13,near Brighton,TQ3110,OSGB,agricultural,20/07/2018,2018,0,26,I am familiar with recognising the main groups of pollinating insect,Brownfield or other 'waste ground',NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover more than half of patch,7,flower umbel,Growing in a larger patch of the same flower,16:10,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,urban,open,0,0,0,0,0,3,0,2,20,0,25
3765143,England,13,near Brighton,TQ3110,OSGB,agricultural,20/07/2018,2018,0,26,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,NA,NA,Asteraceae,Target flowers cover less than half of patch,100,flower head,More or less isolated,16:25,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,0,0,2,0,0,2
3770463,England,34,Rowlee Pasture,SK1590,OSGB,semi-natural,24/06/2018,2018,1,127225,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Other - please describe below,Other - please describe below,digitalis purpurea,digitalis purpurea,Plantaginaceae,Target flowers cover less than half of patch,88,individual flower,More or less isolated,11:27,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,closed,12,0,1,4,2,0,0,0,1,0,20
3770566,England,34,Rowlee Pasture,SK1590,OSGB,semi-natural,24/06/2018,2018,1,127225,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Heather - Calluna vulgaris,Other - please describe below,NA,Erica tetralix,Ericaceae,Target flowers cover less than half of patch,82,flower spike,More or less isolated,12:34,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,closed,3,0,0,0,0,0,0,0,2,0,5
3773510,England,176,near Edington,ST9351,OSGB,agricultural,25/07/2018,2018,0,26,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Rosebay Willowherb,Rosebay Willowherb,Onagraceae,Target flowers cover about half of patch,6,flower spike,Growing in a larger patch of the same flower,13:05,All or mostly blue,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,3,0,5,2,0,0,0,0,1,4,15
3773520,England,176,near Edington,ST9351,OSGB,agricultural,25/07/2018,2018,0,26,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Calystegia sepium,Calystegia sepium,Convolvulaceae,Target flowers cover less than half of patch,16,individual flower,Growing in a larger patch of the same flower,13:17,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,2,1,0,0,3,0,6
3776928,Wales,87,Blaen-y-cwm,SN6634,OSGB,agricultural,25/07/2018,2018,0,153287,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover about half of patch,7,flower umbel,Growing in a larger patch of the same flower,11:29,Half blue and half cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,8,12,0,0,3,0,23
3776939,Wales,87,Blaen-y-cwm,SN6634,OSGB,agricultural,25/07/2018,2018,0,153287,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover less than half of patch,3,flower umbel,Growing in a larger patch of the same flower,11:41,Half blue and half cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,8,7,1,0,4,0,20
3776966,Wales,87,Blaen-y-cwm,SN6634,OSGB,agricultural,25/07/2018,2018,0,153287,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover less than half of patch,3,flower umbel,Growing in a larger patch of the same flower,11:53,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,0,7,29,0,0,1,0,37
3776979,Wales,87,Blaen-y-cwm,SN6634,OSGB,agricultural,25/07/2018,2018,0,153287,I am confident in identifying the commonly-occurring pollinating insects to species level,Other - please describe below,Farmyard,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,Senecio jacobaea,Senecio jacobaea,Asteraceae,Target flowers cover less than half of patch,3,flower head,More or less isolated,12:06,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,agricultural,open,0,0,0,0,7,4,1,0,1,0,13
