sample_id,country,location_code,location_name,X1km_square,date,year,pan_trap_station,occurrence_id,taxon_group,taxon_source,English_name,source_taxon_version_key,Order,Family,floral_unit,total_floral_units
3560275,England,110,Saltridge Hill,SO8911,01/06/2018,2018,2,6891939,flowering plant,Geranium robertianum,Herb-Robert,NBNSYS0000003162,Geraniales,Geraniaceae,individual flower,3
3560275,England,110,Saltridge Hill,SO8911,01/06/2018,2018,2,6891940,flowering plant,Potentilla anserina,Silverweed,NHMSYS0021060392,Rosales,Rosaceae,individual flower,3
3560411,England,110,Saltridge Hill,SO8911,01/06/2018,2018,3,6892241,flowering plant,Urtica dioica,Common Nettle,NBNSYS0000003807,Rosales,Urticaceae,flower spike,1
3560411,England,110,Saltridge Hill,SO8911,01/06/2018,2018,3,6892242,flowering plant,Ranunculus acris,Meadow Buttercup,NBNSYS0000002708,Ranunculales,Ranunculaceae,individual flower,10
3560411,England,110,Saltridge Hill,SO8911,01/06/2018,2018,3,6892243,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,flower head,10
3560411,England,110,Saltridge Hill,SO8911,01/06/2018,2018,3,6892244,flowering plant,Trifolium pratense,Red Clover,NBNSYS0000003231,Fabales,Fabaceae,flower head,20
3560411,England,110,Saltridge Hill,SO8911,01/06/2018,2018,3,6892245,flowering plant,Lathyrus pratensis,Meadow Vetchling,NBNSYS0000003301,Fabales,Fabaceae,individual flower,5
3560411,England,110,Saltridge Hill,SO8911,01/06/2018,2018,3,6892246,flowering plant,Vicia sepium,Bush Vetch,NBNSYS0000003290,Fabales,Fabaceae,individual flower,48
3560411,England,110,Saltridge Hill,SO8911,01/06/2018,2018,3,6892247,flowering plant,Anthriscus sylvestris,Cow Parsley,NBNSYS0000003641,Apiales,Apiaceae,flower umbel,20
3560411,England,110,Saltridge Hill,SO8911,01/06/2018,2018,3,6892248,flowering plant,Galium aparine,Cleavers,NBNSYS0000004319,Gentianales,Rubiaceae,individual flower,20
3560411,England,110,Saltridge Hill,SO8911,01/06/2018,2018,3,6892249,flowering plant,Glechoma hederacea,Ground-ivy,NBNSYS0000004257,Lamiales,Lamiaceae,flower spike,3
3560439,England,110,Saltridge Hill,SO8911,01/06/2018,2018,4,6892310,flowering plant,Urtica dioica,Common Nettle,NBNSYS0000003807,Rosales,Urticaceae,flower spike,30
3560439,England,110,Saltridge Hill,SO8911,01/06/2018,2018,4,6892311,flowering plant,Crataegus monogyna,Hawthorn,NBNSYS0000003430,Rosales,Rosaceae,individual flower,300
3560439,England,110,Saltridge Hill,SO8911,01/06/2018,2018,4,6892312,flowering plant,Ranunculus acris,Meadow Buttercup,NBNSYS0000002708,Ranunculales,Ranunculaceae,individual flower,40
3560439,England,110,Saltridge Hill,SO8911,01/06/2018,2018,4,6892313,flowering plant,Anthriscus sylvestris,Cow Parsley,NBNSYS0000003641,Apiales,Apiaceae,flower umbel,50
3560439,England,110,Saltridge Hill,SO8911,01/06/2018,2018,4,6892314,flowering plant,Galium aparine,Cleavers,NBNSYS0000004319,Gentianales,Rubiaceae,individual flower,100
3560439,England,110,Saltridge Hill,SO8911,01/06/2018,2018,4,6892315,flowering plant,Glechoma hederacea,Ground-ivy,NBNSYS0000004257,Lamiales,Lamiaceae,flower spike,3
3560470,England,110,Saltridge Hill,SO8911,01/06/2018,2018,5,6892428,flowering plant,Ranunculus acris,Meadow Buttercup,NBNSYS0000002708,Ranunculales,Ranunculaceae,individual flower,20
3560470,England,110,Saltridge Hill,SO8911,01/06/2018,2018,5,6892429,flowering plant,Geranium robertianum,Herb-Robert,NBNSYS0000003162,Geraniales,Geraniaceae,individual flower,50
3560470,England,110,Saltridge Hill,SO8911,01/06/2018,2018,5,6892430,flowering plant,Anthriscus sylvestris,Cow Parsley,NBNSYS0000003641,Apiales,Apiaceae,flower umbel,40
3560470,England,110,Saltridge Hill,SO8911,01/06/2018,2018,5,6892431,flowering plant,Dioscorea communis,Black Bryony,NHMSYS0020823747,Dioscoreales,Dioscoreaceae,individual flower,60
3560470,England,110,Saltridge Hill,SO8911,01/06/2018,2018,5,6892432,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,7
3560568,England,1,near Grangemill,SK2557,03/06/2018,2018,1,6892599,flowering plant,Anthriscus sylvestris,Cow Parsley,NBNSYS0000003641,Apiales,Apiaceae,flower umbel,40
3560568,England,1,near Grangemill,SK2557,03/06/2018,2018,1,6892600,flowering plant,Vicia,NA,NHMSYS0000464845,Fabales,Fabaceae,flower spike,13
3560568,England,1,near Grangemill,SK2557,03/06/2018,2018,1,6892601,flowering plant,Ranunculus acris,Meadow Buttercup,NBNSYS0000002708,Ranunculales,Ranunculaceae,individual flower,2
3560568,England,1,near Grangemill,SK2557,03/06/2018,2018,1,6892602,flowering plant,Cruciata laevipes,Crosswort,NBNSYS0000004304,Gentianales,Rubiaceae,flower spike,8
3560708,England,1,near Grangemill,SK2557,03/06/2018,2018,2,6892764,flowering plant,Ranunculus acris,Meadow Buttercup,NBNSYS0000002708,Ranunculales,Ranunculaceae,individual flower,130
3560708,England,1,near Grangemill,SK2557,03/06/2018,2018,2,6892765,flowering plant,Rhinanthus minor,Yellow-rattle,NBNSYS0000004135,Lamiales,Orobanchaceae,flower spike,14
3560708,England,1,near Grangemill,SK2557,03/06/2018,2018,2,6892766,flowering plant,Trifolium pratense,Red Clover,NBNSYS0000003231,Fabales,Fabaceae,flower head,200
3560708,England,1,near Grangemill,SK2557,03/06/2018,2018,2,6892767,flowering plant,Rumex acetosa,Common Sorrel,NBNSYS0000003778,Caryophyllales,Polygonaceae,flower spike,16
3560708,England,1,near Grangemill,SK2557,03/06/2018,2018,2,6892768,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,28
3560708,England,1,near Grangemill,SK2557,03/06/2018,2018,2,6892769,flowering plant,Rubus fruticosus agg.,Bramble,NBNSYS0000003328,Rosales,Rosaceae,individual flower,10
3560759,England,1,near Grangemill,SK2557,03/06/2018,2018,3,6892822,flowering plant,Vicia,NA,NHMSYS0000464845,Fabales,Fabaceae,flower spike,6
3560759,England,1,near Grangemill,SK2557,03/06/2018,2018,3,6892823,flowering plant,Ranunculus acris,Meadow Buttercup,NBNSYS0000002708,Ranunculales,Ranunculaceae,individual flower,145
3560759,England,1,near Grangemill,SK2557,03/06/2018,2018,3,6892824,flowering plant,Trifolium pratense,Red Clover,NBNSYS0000003231,Fabales,Fabaceae,flower head,50
3560759,England,1,near Grangemill,SK2557,03/06/2018,2018,3,6892825,flowering plant,Rumex acetosa,Common Sorrel,NBNSYS0000003778,Caryophyllales,Polygonaceae,flower spike,3
3560759,England,1,near Grangemill,SK2557,03/06/2018,2018,3,6892826,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,15
3560787,England,1,near Grangemill,SK2557,03/06/2018,2018,4,6892880,flowering plant,Ranunculus acris,Meadow Buttercup,NBNSYS0000002708,Ranunculales,Ranunculaceae,individual flower,280
3560787,England,1,near Grangemill,SK2557,03/06/2018,2018,4,6892881,flowering plant,Trifolium pratense,Red Clover,NBNSYS0000003231,Fabales,Fabaceae,flower head,2
3560787,England,1,near Grangemill,SK2557,03/06/2018,2018,4,6892882,flowering plant,Rumex acetosa,Common Sorrel,NBNSYS0000003778,Caryophyllales,Polygonaceae,flower spike,360
3560787,England,1,near Grangemill,SK2557,03/06/2018,2018,4,6892883,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,30
3560796,England,1,near Grangemill,SK2557,03/06/2018,2018,5,6892923,flowering plant,Urtica dioica,Common Nettle,NBNSYS0000003807,Rosales,Urticaceae,flower spike,30
3566705,England,19,Westhay Moor,ST4543,06/06/2018,2018,1,6902418,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,40
3566705,England,19,Westhay Moor,ST4543,06/06/2018,2018,1,6902419,flowering plant,Symphytum officinale,Common Comfrey,NBNSYS0000003984,NA,Boraginaceae,individual flower,25
3566705,England,19,Westhay Moor,ST4543,06/06/2018,2018,1,6902420,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,flower head,14
3566738,England,19,Westhay Moor,ST4543,06/06/2018,2018,2,6902463,flowering plant,Digitalis purpurea,Foxglove,NBNSYS0000004094,Lamiales,Plantaginaceae,individual flower,24
3566738,England,19,Westhay Moor,ST4543,06/06/2018,2018,2,6902464,flowering plant,Rumex obtusifolius,Broad-leaved Dock,NBNSYS0000003791,Caryophyllales,Polygonaceae,flower spike,2
3566760,England,19,Westhay Moor,ST4543,06/06/2018,2018,3,6902551,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,13
3566760,England,19,Westhay Moor,ST4543,06/06/2018,2018,3,6902552,flowering plant,Urtica dioica,Common Nettle,NBNSYS0000003807,Rosales,Urticaceae,flower spike,40
3566785,England,19,Westhay Moor,ST4543,06/06/2018,2018,5,6902615,flowering plant,Urtica dioica,Common Nettle,NBNSYS0000003807,Rosales,Urticaceae,flower spike,14
3566871,England,22,Burton-le-Coggles,SK9826,18/05/2018,2018,2,6902836,flowering plant,Taraxacum agg.,NA,NBNSYS0100005722,Asterales,Asteraceae,flower head,1
3566877,England,22,Burton-le-Coggles,SK9826,18/05/2018,2018,3,6902880,flowering plant,Crataegus monogyna,Hawthorn,NBNSYS0000003430,Rosales,Rosaceae,individual flower,22
3566877,England,22,Burton-le-Coggles,SK9826,18/05/2018,2018,3,6902881,flowering plant,Anthriscus sylvestris,Cow Parsley,NBNSYS0000003641,Apiales,Apiaceae,flower umbel,1
3566883,England,22,Burton-le-Coggles,SK9826,18/05/2018,2018,4,6902888,flowering plant,Glechoma hederacea,Ground-ivy,NBNSYS0000004257,Lamiales,Lamiaceae,flower spike,5
3566883,England,22,Burton-le-Coggles,SK9826,18/05/2018,2018,4,6902889,flowering plant,Lamium album,White Dead-nettle,NBNSYS0000004244,Lamiales,Lamiaceae,flower spike,2
3566892,England,22,Burton-le-Coggles,SK9826,18/05/2018,2018,5,6902901,flowering plant,Crataegus monogyna,Hawthorn,NBNSYS0000003430,Rosales,Rosaceae,individual flower,3
3566892,England,22,Burton-le-Coggles,SK9826,18/05/2018,2018,5,6902902,flowering plant,Anthriscus sylvestris,Cow Parsley,NBNSYS0000003641,Apiales,Apiaceae,flower umbel,180
3566892,England,22,Burton-le-Coggles,SK9826,18/05/2018,2018,5,6902903,flowering plant,Glechoma hederacea,Ground-ivy,NBNSYS0000004257,Lamiales,Lamiaceae,flower spike,6
3566892,England,22,Burton-le-Coggles,SK9826,18/05/2018,2018,5,6902904,flowering plant,Lamium album,White Dead-nettle,NBNSYS0000004244,Lamiales,Lamiaceae,flower spike,150
3566929,England,174,near Bridgwater,ST2636,25/05/2018,2018,2,6902944,flowering plant,Sinapis arvensis,Charlock,NBNSYS0000002808,Brassicales,Brassicaceae,flower head,26
3566929,England,174,near Bridgwater,ST2636,25/05/2018,2018,2,6902945,flowering plant,Veronica persica,Common Field-speedwell,NHMSYS0000464828,Lamiales,Plantaginaceae,individual flower,53
3566929,England,174,near Bridgwater,ST2636,25/05/2018,2018,2,6902946,flowering plant,Geranium dissectum,Cut-leaved Crane's-bill,NBNSYS0000003157,Geraniales,Geraniaceae,individual flower,1
3566929,England,174,near Bridgwater,ST2636,25/05/2018,2018,2,6902947,flowering plant,Viola arvensis,Field Pansy,NBNSYS0000002947,Malpighiales,Violaceae,individual flower,70
3566929,England,174,near Bridgwater,ST2636,25/05/2018,2018,2,6902948,flowering plant,Lamium purpureum,Red Dead-nettle,NBNSYS0000004243,Lamiales,Lamiaceae,flower spike,1
3566938,England,174,near Bridgwater,ST2636,25/05/2018,2018,3,6902960,flowering plant,Crepis vesicaria,Beaked Hawk's-beard,NBNSYS0000004572,Asterales,Asteraceae,flower head,12
3566938,England,174,near Bridgwater,ST2636,25/05/2018,2018,3,6902961,flowering plant,Geranium dissectum,Cut-leaved Crane's-bill,NBNSYS0000003157,Geraniales,Geraniaceae,individual flower,7
3566938,England,174,near Bridgwater,ST2636,25/05/2018,2018,3,6902962,flowering plant,Medicago lupulina,Black Medick,NBNSYS0000003222,Fabales,Fabaceae,flower head,134
3566956,England,174,near Bridgwater,ST2636,25/05/2018,2018,5,6903002,flowering plant,Sinapis arvensis,Charlock,NBNSYS0000002808,Brassicales,Brassicaceae,flower head,28
3566956,England,174,near Bridgwater,ST2636,25/05/2018,2018,5,6903003,flowering plant,Silene dioica,Red Campion,NBNSYS0000002998,Caryophyllales,Caryophyllaceae,individual flower,47
3566956,England,174,near Bridgwater,ST2636,25/05/2018,2018,5,6903004,flowering plant,Rumex obtusifolius,Broad-leaved Dock,NBNSYS0000003791,Caryophyllales,Polygonaceae,flower spike,8
3566956,England,174,near Bridgwater,ST2636,25/05/2018,2018,5,6903005,flowering plant,Myosotis arvensis,Field Forget-me-not,NBNSYS0000004012,NA,Boraginaceae,individual flower,35
3566956,England,174,near Bridgwater,ST2636,25/05/2018,2018,5,6903006,flowering plant,Veronica persica,Common Field-speedwell,NHMSYS0000464828,Lamiales,Plantaginaceae,individual flower,3
3566961,England,94,Chinley Head,SK0484,21/05/2018,2018,5,6903013,flowering plant,Crataegus monogyna,Hawthorn,NBNSYS0000003430,Rosales,Rosaceae,individual flower,24
3567504,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,1,6903960,flowering plant,Lotus corniculatus,Common Bird's-foot-trefoil,NBNSYS0000003258,Fabales,Fabaceae,flower head,3
3567504,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,1,6903961,flowering plant,Galium saxatile,Heath Bedstraw,NBNSYS0000004310,Gentianales,Rubiaceae,flower umbel,40
3567504,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,1,6903962,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,3
3567504,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,1,6903963,flowering plant,Ulex europaeus,Gorse,NBNSYS0000003211,Fabales,Fabaceae,individual flower,18
3567504,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,1,6903964,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,43
3567513,England,10,Idestone,SX7048,30/05/2018,2018,1,6903971,flowering plant,Silene dioica,Red Campion,NBNSYS0000002998,Caryophyllales,Caryophyllaceae,individual flower,50
3567513,England,10,Idestone,SX7048,30/05/2018,2018,1,6903972,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,20
3567513,England,10,Idestone,SX7048,30/05/2018,2018,1,6903973,flowering plant,Galium aparine,Cleavers,NBNSYS0000004319,Gentianales,Rubiaceae,individual flower,500
3567513,England,10,Idestone,SX7048,30/05/2018,2018,1,6903974,flowering plant,Urtica dioica,Common Nettle,NBNSYS0000003807,Rosales,Urticaceae,flower spike,45
3567513,England,10,Idestone,SX7048,30/05/2018,2018,1,6903975,flowering plant,Geranium robertianum,Herb-Robert,NBNSYS0000003162,Geraniales,Geraniaceae,individual flower,13
3567518,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,2,6903983,flowering plant,Pilosella officinarum,Mouse-ear-hawkweed,NHMSYS0000461280,Asterales,Asteraceae,individual flower,4
3567518,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,2,6903984,flowering plant,Rumex acetosella,Sheep's Sorrel,NBNSYS0000003774,Caryophyllales,Polygonaceae,flower spike,8
3567522,England,10,Idestone,SX7048,30/05/2018,2018,2,6903991,flowering plant,Urtica dioica,Common Nettle,NBNSYS0000003807,Rosales,Urticaceae,flower spike,30
3567522,England,10,Idestone,SX7048,30/05/2018,2018,2,6903992,flowering plant,Veronica persica,Common Field-speedwell,NHMSYS0000464828,Lamiales,Plantaginaceae,individual flower,16
3567525,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,3,6904017,flowering plant,Cardamine hirsuta,Hairy Bitter-cress,NBNSYS0000002876,Brassicales,Brassicaceae,individual flower,4
3567543,England,10,Idestone,SX7048,30/05/2018,2018,4,6904047,flowering plant,Ranunculus bulbosus,Bulbous Buttercup,NBNSYS0000002710,Ranunculales,Ranunculaceae,individual flower,1
3567544,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,4,6904048,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,150
3567559,England,10,Idestone,SX7048,30/05/2018,2018,5,6904052,flowering plant,Ranunculus bulbosus,Bulbous Buttercup,NBNSYS0000002710,Ranunculales,Ranunculaceae,individual flower,1
3567559,England,10,Idestone,SX7048,30/05/2018,2018,5,6904053,flowering plant,Stellaria graminea,Lesser Stitchwort,NBNSYS0000003037,Caryophyllales,Caryophyllaceae,individual flower,73
3567559,England,10,Idestone,SX7048,30/05/2018,2018,5,6904054,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,5
3567562,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,5,6904078,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,55
3567562,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,5,6904079,flowering plant,Veronica chamaedrys,Germander Speedwell,NBNSYS0000004104,Lamiales,Plantaginaceae,individual flower,140
3567562,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,5,6904080,flowering plant,Stellaria graminea,Lesser Stitchwort,NBNSYS0000003037,Caryophyllales,Caryophyllaceae,individual flower,5
3567562,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,5,6904081,flowering plant,Cardamine pratensis,Cuckooflower,NBNSYS0000002872,Brassicales,Brassicaceae,individual flower,4
3567562,Wales,87,Blaen-y-cwm,SN6634,07/06/2018,2018,5,6904082,flowering plant,Rumex acetosa,Common Sorrel,NBNSYS0000003778,Caryophyllales,Polygonaceae,flower spike,45
3567567,England,185,Slapton,SX8144,31/05/2018,2018,1,6904095,flowering plant,Trifolium dubium,Lesser Trefoil,NBNSYS0000003252,Fabales,Fabaceae,flower head,50
3567567,England,185,Slapton,SX8144,31/05/2018,2018,1,6904096,flowering plant,Cerastium fontanum,Common Mouse-ear,NBNSYS0000003022,Caryophyllales,Caryophyllaceae,individual flower,21
3567567,England,185,Slapton,SX8144,31/05/2018,2018,1,6904097,flowering plant,Bellis perennis,Daisy,NBNSYS0000004445,Asterales,Asteraceae,flower head,5
3567567,England,185,Slapton,SX8144,31/05/2018,2018,1,6904098,flowering plant,Geranium molle,Dove's-foot Crane's-bill,NBNSYS0000003159,Geraniales,Geraniaceae,individual flower,5
3567567,England,185,Slapton,SX8144,31/05/2018,2018,1,6904099,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,10
3567579,England,185,Slapton,SX8144,31/05/2018,2018,2,6904146,flowering plant,Silene dioica,Red Campion,NBNSYS0000002998,Caryophyllales,Caryophyllaceae,individual flower,250
3567579,England,185,Slapton,SX8144,31/05/2018,2018,2,6904147,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,76
3567579,England,185,Slapton,SX8144,31/05/2018,2018,2,6904148,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,flower head,350
3567579,England,185,Slapton,SX8144,31/05/2018,2018,2,6904149,flowering plant,Heracleum sphondylium,Hogweed,NBNSYS0000003710,Apiales,Apiaceae,flower umbel,12
3567579,England,185,Slapton,SX8144,31/05/2018,2018,2,6904150,flowering plant,Geranium dissectum,Cut-leaved Crane's-bill,NBNSYS0000003157,Geraniales,Geraniaceae,individual flower,22
3567579,England,185,Slapton,SX8144,31/05/2018,2018,2,6904151,flowering plant,Sonchus asper,Prickly Sow-thistle,NBNSYS0000004544,Asterales,Asteraceae,flower head,17
3567579,England,185,Slapton,SX8144,31/05/2018,2018,2,6904152,flowering plant,Urtica dioica,Common Nettle,NBNSYS0000003807,Rosales,Urticaceae,flower spike,10
3567579,England,185,Slapton,SX8144,31/05/2018,2018,2,6904153,flowering plant,Geranium robertianum,Herb-Robert,NBNSYS0000003162,Geraniales,Geraniaceae,individual flower,20
3567579,England,185,Slapton,SX8144,31/05/2018,2018,2,6904154,flowering plant,Chaerophyllum temulum,Rough Chervil,NBNSYS0000003638,Apiales,Apiaceae,flower umbel,26
3567579,England,185,Slapton,SX8144,31/05/2018,2018,2,6904155,flowering plant,Sherardia arvensis,Field Madder,NBNSYS0000004300,Gentianales,Rubiaceae,flower head,3
3567601,England,185,Slapton,SX8144,31/05/2018,2018,3,6904201,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,300
3567601,England,185,Slapton,SX8144,31/05/2018,2018,3,6904202,flowering plant,Ranunculus acris,Meadow Buttercup,NBNSYS0000002708,Ranunculales,Ranunculaceae,individual flower,350
3567601,England,185,Slapton,SX8144,31/05/2018,2018,3,6904203,flowering plant,Myosotis discolor,Changing Forget-me-not,NBNSYS0000004013,NA,Boraginaceae,flower head,3
3567601,England,185,Slapton,SX8144,31/05/2018,2018,3,6904204,flowering plant,Stellaria graminea,Lesser Stitchwort,NBNSYS0000003037,Caryophyllales,Caryophyllaceae,individual flower,15
3567601,England,185,Slapton,SX8144,31/05/2018,2018,3,6904205,flowering plant,Veronica chamaedrys,Germander Speedwell,NBNSYS0000004104,Lamiales,Plantaginaceae,individual flower,2
3567601,England,185,Slapton,SX8144,31/05/2018,2018,3,6904206,flowering plant,Plantago lanceolata,Ribwort Plantain,NBNSYS0000004275,Lamiales,Plantaginaceae,flower spike,6
3567605,England,185,Slapton,SX8144,31/05/2018,2018,4,6904215,flowering plant,Galium aparine,Cleavers,NBNSYS0000004319,Gentianales,Rubiaceae,individual flower,20
3567605,England,185,Slapton,SX8144,31/05/2018,2018,4,6904216,flowering plant,Silene dioica,Red Campion,NBNSYS0000002998,Caryophyllales,Caryophyllaceae,individual flower,26
3567605,England,185,Slapton,SX8144,31/05/2018,2018,4,6904217,flowering plant,Veronica beccabunga,Brooklime,NBNSYS0000004096,Lamiales,Plantaginaceae,flower spike,28
3567605,England,185,Slapton,SX8144,31/05/2018,2018,4,6904218,flowering plant,Geum urbanum,Herb Bennet,NBNSYS0000003361,Rosales,Rosaceae,individual flower,8
3567605,England,185,Slapton,SX8144,31/05/2018,2018,4,6904219,flowering plant,Glechoma hederacea,Ground-ivy,NBNSYS0000004257,Lamiales,Lamiaceae,flower spike,1
3567623,England,185,Slapton,SX8144,31/05/2018,2018,5,6904234,flowering plant,Galium aparine,Cleavers,NBNSYS0000004319,Gentianales,Rubiaceae,individual flower,300
3567623,England,185,Slapton,SX8144,31/05/2018,2018,5,6904235,flowering plant,Silene dioica,Red Campion,NBNSYS0000002998,Caryophyllales,Caryophyllaceae,individual flower,45
3567664,England,100,near Wantage,SU3986,09/05/2018,2018,4,6904318,flowering plant,Lamium purpureum,Red Dead-nettle,NBNSYS0000004243,Lamiales,Lamiaceae,flower spike,8
3567664,England,100,near Wantage,SU3986,09/05/2018,2018,4,6904319,flowering plant,Veronica persica,Common Field-speedwell,NHMSYS0000464828,Lamiales,Plantaginaceae,individual flower,20
3567664,England,100,near Wantage,SU3986,09/05/2018,2018,4,6904320,flowering plant,Sinapis arvensis,Charlock,NBNSYS0000002808,Brassicales,Brassicaceae,flower head,1
3567664,England,100,near Wantage,SU3986,09/05/2018,2018,4,6904321,flowering plant,Thlaspi arvense,Field Penny-cress,NBNSYS0000002841,Brassicales,Brassicaceae,flower spike,8
3567664,England,100,near Wantage,SU3986,09/05/2018,2018,4,6904322,flowering plant,Fumaria officinalis,Common Fumitory,NBNSYS0000002793,Ranunculales,Papaveraceae,flower spike,1
3567664,England,100,near Wantage,SU3986,09/05/2018,2018,4,6904323,flowering plant,Glechoma hederacea,Ground-ivy,NBNSYS0000004257,Lamiales,Lamiaceae,flower spike,10
3567699,England,100,near Wantage,SU3986,09/05/2018,2018,5,6904346,flowering plant,Lamium album,White Dead-nettle,NBNSYS0000004244,Lamiales,Lamiaceae,flower spike,40
3567699,England,100,near Wantage,SU3986,09/05/2018,2018,5,6904347,flowering plant,Taraxacum agg.,NA,NBNSYS0100005722,Asterales,Asteraceae,flower head,5
3589245,Scotland,85,near Blair Atholl,NN8664,13/06/2018,2018,1,6940567,flowering plant,Galium saxatile,Heath Bedstraw,NBNSYS0000004310,Gentianales,Rubiaceae,flower umbel,30
3589286,Scotland,85,near Blair Atholl,NN8664,13/06/2018,2018,2,6940619,flowering plant,Galium saxatile,Heath Bedstraw,NBNSYS0000004310,Gentianales,Rubiaceae,flower umbel,15
3589286,Scotland,85,near Blair Atholl,NN8664,13/06/2018,2018,2,6940620,flowering plant,Veronica,Speedwell,NHMSYS0000464811,Lamiales,Plantaginaceae,individual flower,50
3589309,Scotland,85,near Blair Atholl,NN8664,13/06/2018,2018,3,6940635,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,37
3589309,Scotland,85,near Blair Atholl,NN8664,13/06/2018,2018,3,6940636,flowering plant,Galium saxatile,Heath Bedstraw,NBNSYS0000004310,Gentianales,Rubiaceae,flower umbel,64
3589309,Scotland,85,near Blair Atholl,NN8664,13/06/2018,2018,3,6940637,flowering plant,Viola,Violet,NHMSYS0000464877,Malpighiales,Violaceae,individual flower,6
3589363,Scotland,85,near Blair Atholl,NN8664,13/06/2018,2018,4,6940718,flowering plant,Veronica,Speedwell,NHMSYS0000464811,Lamiales,Plantaginaceae,individual flower,50
3589394,Scotland,85,near Blair Atholl,NN8664,13/06/2018,2018,5,6940802,flowering plant,Potentilla erecta,Tormentil,NBNSYS0000003349,Rosales,Rosaceae,individual flower,37
3589394,Scotland,85,near Blair Atholl,NN8664,13/06/2018,2018,5,6940803,flowering plant,Galium saxatile,Heath Bedstraw,NBNSYS0000004310,Gentianales,Rubiaceae,flower umbel,30
3601827,England,94,Chinley Head,SK0484,13/06/2018,2018,1,6967663,flowering plant,Ranunculus repens,Creeping Buttercup,NBNSYS0000002709,Ranunculales,Ranunculaceae,individual flower,6
3601827,England,94,Chinley Head,SK0484,13/06/2018,2018,1,6967664,flowering plant,Trifolium pratense var. sativum,Red Clover,NBNSYS0000034229,Fabales,Fabaceae,flower head,1
3601827,England,94,Chinley Head,SK0484,13/06/2018,2018,1,6967665,flowering plant,Heracleum sphondylium,Hogweed,NBNSYS0000003710,Apiales,Apiaceae,flower umbel,1
3601850,England,94,Chinley Head,SK0484,13/06/2018,2018,4,6967847,flowering plant,Ranunculus acris,Meadow Buttercup,NBNSYS0000002708,Ranunculales,Ranunculaceae,individual flower,60
3601850,England,94,Chinley Head,SK0484,13/06/2018,2018,4,6967848,flowering plant,Rhinanthus minor,Yellow-rattle,NBNSYS0000004135,Lamiales,Orobanchaceae,flower spike,100
3601850,England,94,Chinley Head,SK0484,13/06/2018,2018,4,6967849,flowering plant,Trifolium repens,White Clover,NBNSYS0000003247,Fabales,Fabaceae,flower head,45
3601850,England,94,Chinley Head,SK0484,13/06/2018,2018,4,6967850,flowering plant,Cardamine pratensis,Cuckooflower,NBNSYS0000002872,Brassicales,Brassicaceae,individual flower,4
